Filba-Martinez-2016-p678-690 245 12
Gao-2016-p2537-2547 165 10
Geelen-2016-p1218-1229 207 11
Gerlando-2016-p2746-2756 142 10
Ghaderi-2016-p1385-1394 113 9
Ghazanfari-2016-p2669-2678 125 9
Guerrieri-2016-p3081-3090 205 9
Guzman-2016-p606-617 154 11
Ha-2016-p2434-2446 237 12
Hajiloo-2016-p2242-2250 214 8
Han-2016-p2284-2293 256 9
Hari-2016-p1404-1413 161 9
Hasegawa-2016-p2679-2687 153 8
Herbst-2016-p1754-1762 269 8
Herbst-2016-p3198-3200 91 2
Hu-2016-p2092-2102 120 10
Hu-2016-p202-215 158 13
Hu-2016-p2469-2476 229 7
Hu-2016-p2645-2656 138 11
Hu-2016-p2190-2202 187 12
Hua-2016-p1414-1424 272 10
Huang-2016-p1549-1560 239 11
Huang-2016-p1665-1675 185 10
Huang-2016-p2766-2774 134 8
Huang-2016-p2027-2035 112 8
JA¡èrvisalo-2016-p3282-3289 137 7
Jahdi-2016-p849-863 255 14
Jain-2016-p956-965 137 9
Jardan-2016-p2124-2132 168 8
Jiang-2016-p377-386 170 9
Jiao-2016-p2625-2632 193 7
Jordan-2016-p517-525 174 8
Kaarthik-2016-p1395-1403 120 8
Kamel-2016-p1781-1792 133 11
Kang-2016-p3299-3310 260 11
Kang-2016-p1268-1279 250 11
Karttunen-2016-p583-594 159 11
Khan-2016-p189-201 151 12
Khan-2016-p966-975 230 9
Kim-2016-p1052-1061 299 9
Kim-2016-p1763-1770 301 7
Kim-2016-p1853-1862 136 9
Kimiabeigi-2016-p113-122 146 9
Kokaew-2016-p985-994 255 9
Komurcugil-2016-p2838-2849 179 11
Komurcugil-2016-p864-873 187 9
Kong-2016-p574-582 162 8
Kundu-2016-p874-883 258 9
Lauss-2016-p406-417 131 11
Lee-2016-p894-902 348 8
Lee-2016-p1655-1664 376 9
Lee-2016-p884-893 191 9
Lee-2016-p3-12 165 9
Lee-2016-p2775-2784 305 9
Lee-2016-p2203-2211 370 8
Lee-2016-p976-984 140 8
Lee-2016-p995-1002 156 7
Lee-2016-p2133-2142 135 9
Lee-2016-p2083-2091 296 8
Lee-2016-p1707-1716 356 9
Lei-2016-p3137-3147 106 10
Leis-2016-p1813-1821 120 8
Leon-2016-p2688-2701 111 13
Levi-2016-p433-448 145 15
Li-2016-p1737-1744 127 7
Li-2016-p1096-1106 252 10
Li-2016-p332-342 162 10
Li-2016-p2221-2228 159 7
Li-2016-p716-727 187 11
Li-2016-p2143-2154 207 11
Lin-2016-p123-132 205 9
Liu-2016-p2263-2274 366 11
Liu-2016-p1191-1202 228 11
Liu-2016-p3261-3270 139 9
Liu-2016-p1834-1841 180 7
Liu-2016-p1120-1129 136 9
Liu-2016-p1027-1038 155 11
Liu-2016-p2174-2180 238 6
Liu-2016-p926-936 191 10
Liu-2016-p1676-1683 167 7
Lu-2016-p133-143 361 10
Luo-2016-p268-276 384 8
Luo-2016-p2294-2303 255 9
Ma-2016-p1153-1167 123 14
Ma-2016-p2871-2882 163 11
Mann-2016-p3216-3227 189 11
Marignetti-2016-p2796-2802 157 6
McNeill-2016-p25-37 123 12
Mei-2016-p38-48 302 10
Mejdoubi-2016-p2391-2402 287 11
Meng-2016-p1107-1119 161 12
Miao-2016-p2965-2975 166 10
Min-2016-p155-166 251 11
Miyashita-2016-p1943-1952 180 9
Mohammadi-2016-p1519-1527 119 8
Mohan-2016-p2954-2964 332 10
Mousavi-Aghdam-2016-p1458-1466 196 8
Mujjalinvimut-2016-p913-925 277 12
Mukherjee-2016-p2340-2349 304 9
Mukherjee-2016-p3050-3059 11 9
N-2016-p1467-1479 346 12
Nadarajan-2016-p3228-3241 188 13
Nakakohara-2016-p2103-2110 176 7
Nallamekala-2016-p1450-1457 109 7
Nasiri-Zarandi-2016-p1684-1693 149 9
Ngo-2016-p2181-2189 243 8
Nguyen-2016-p2016-2026 187 10
Nguyen-2016-p595-605 160 10
Nguyen-2016-p13-24 199 11
Ni-2016-p808-820 204 12
Nutkani-2016-p225-234 164 9
Ovalle-2016-p3060-3071 163 11
Pang-2016-p3242-3251 141 9
Pang-2016-p1249-1257 307 8
Pantea-2016-p494-503 266 9
Park-2016-p1771-1780 330 9
Parvini-2016-p1574-1585 130 11
Pasku-2016-p2457-2468 241 11
Patel-2016-p469-480 109 11
Pathirana-2016-p1822-1833 414 11
Peng-2016-p1239-1248 290 9
Peng-2016-p2615-2624 195 9
Piazza-2016-p944-955 167 11
Qin-2016-p49-59 154 10
Qiu-2016-p1207-1217 40 10
RahmaniAndebili-2016-p1598-1606 108 8
Raijmakers-2016-p3168-3178 168 10
Reddy-2016-p2803-2812 137 9
Ren-2016-p903-912 246 9
Restrepo-2016-p1003-1015 366 12
Rezaei-Hosseinabadi-2016-p2165-2173 252 8
Ruderman-2016-p1889-1899 101 10
Saab-2016-p1842-1852 78 10
Sadik-2016-p1995-2004 172 9
Salinas-2016-p1728-1736 165 8
Sammaknejad-2016-p1142-1152 210 10
Sariyildiz-2016-p1900-1910 287 10
Saublet-2016-p2477-2487 355 10
Savino-2016-p1258-1267 262 9
Schaeffer-2016-p387-396 258 9
Schraml-2016-p418-428 214 10
Sen-2016-p3148-3157 216 9
Sen-2016-p773-783 294 10
Sha-2016-p2155-2164 130 9
Sha-2016-p1528-1538 174 10
Shao-2016-p504-516 169 12
Sheikhi-2016-p840-848 167 8
Shi-2016-p1230-1238 264 8
Shi-2016-p1425-1437 155 12
Shu-2016-p1071-1082 270 11
Shu-2016-p2424-2433 166 9
Soualhi-2016-p3271-3281 270 10
Subotic-2016-p653-664 220 11
Sun-2016-p1490-1498 132 8
Sun-2016-p2702-2712 146 10
Sun-2016-p1350-1361 192 11
Sun-2016-p2251-2262 252 11
Takeya-2016-p1962-1971 284 9
Tan-2016-p526-537 177 11
Tan-2016-p1362-1371 102 9
Tan-2016-p2350-2359 296 9
Tan-2016-p2111-2123 157 12
Tang-2016-p343-354 200 11
Tang-2016-p2447-2456 236 9
Tang-2016-p1299-1307 242 8
Tang-2016-p1016-1026 107 10
Tao-2016-p397-405 372 8
Tavallaei-2016-p2360-2368 155 8
Tian-2016-p1793-1803 213 10
Tien-2016-p216-224 123 8
Tsuji-2016-p1935-1942 186 7
Tsuji-2016-p1972-1980 178 8
Umesh-2016-p2036-2043 94 7
Uno-2016-p1607-1617 333 10
Uzhegov-2016-p784-795 115 11
Valverde-2016-p167-177 240 10
Veerachary-2016-p144-154 167 10
Waltrich-2016-p1372-1384 252 12
Wan-2016-p2506-2516 135 10
Wang-2016-p2304-2312 70 8
Wang-2016-p1618-1628 129 10
Wang-2016-p2229-2241 212 12
Wang-2016-p2529-2536 124 7
Wang-2016-p2883-2891 128 8
Wang-2016-p235-245 179 10
Wang-2016-p1168-1178 368 10
Wen-2016-p1308-1317 130 9
Wolkiewicz-2016-p2517-2528 116 11
Wu-2016-p2892-2903 104 11
Wu-2016-p2904-2912 295 8
Wu-2016-p2313-2319 392 6
Xia-2016-p2044-2052 165 8
Xia-2016-p3091-3099 509 8
Xia-2016-p1130-1141 232 11
Xiao-2016-p257-267 169 10
Xie-2016-p2913-2924 234 11
Xie-2016-p2587-2594 119 7
Xing-2016-p2990-2999 138 9
Xu-2016-p310-321 249 11
Xu-2016-p2053-2061 199 8
Xu-2016-p2813-2824 204 11
Xu-2016-p277-290 272 13
Xu-2016-p796-807 207 11
Yan-2016-p1804-1812 169 8
Yang-2016-p1911-1922 213 11
Yang-2016-p2633-2644 182 11
Yang-2016-p1499-1506 121 7
Yang-2016-p1318-1328 265 10
Yang-2016-p2559-2568 105 9
Yang-2016-p3187-3197 213 10
Yao-2016-p60-70 154 10
Yeon-2016-p2862-2870 282 8
Yi-2016-p2488-2500 195 12
Yi-2016-p2595-2605 129 10
Yin-2016-p3311-3320 185 9
Young-2016-p3100-3107 200 7
Yu-2016-p3108-3116 138 8
Yu-2016-p355-363 110 8
Yu-2016-p1280-1288 219 8
Yu-2016-p1289-1298 244 9
Zeng-2016-p71-81 325 10
Zeng-2016-p1629-1642 138 13
Zhang-2016-p2062-2071 114 9
Zhang-2016-p1480-1489 147 9
Zhang-2016-p481-493 120 12
Zhang-2016-p821-831 168 10
Zhang-2016-p291-301 226 10
Zhang-2016-p246-256 314 10
Zhang-2016-p2606-2614 133 8
Zhang-2016-p2330-2339 200 9
Zhao-2016-p2072-2082 265 10
Zheng-2016-p3179-3186 92 7
Zhong-2016-p3205-3215 217 10
Zhou-2016-p750-760 235 10
Zhou-2016-p2578-2586 162 8
Zhu-2016-p937-943 264 6
Zhu-2016-p1981-1992 289 11
Zhu-2016-p2785-2795 286 10
Zhu-2016-p1876-1885 286 9
Zuo-2016-p3009-3018 146 9
Zurbriggen-2016-p3125-3136 161 11
